baby's brain,model_version,model_params,model_size,device_name,library_driver,c_device,c_tokenizer,c_sequence,c_attention,c_network,n_ctx,n_emb,r_dropout,s_head,n_heads,n_layers,n_epochs,s_batch,r_learn,dataset_name,train_batch_time_execution,val_batch_time_execution,epoch_time_execution,total_time_execution,inference_time_execution,inference_quality_execution
0a8e028e-0e0d-4987-845b-1f45f63c0afb,v0.1.0,1117283,4469132,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,lor,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.79,0.20,13044,13044,21,42.7/100
0a8e028e-0e0d-4987-845b-1f45f63c0afb_finetuned,v0.1.0,1117283,4469132,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,lor,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.79,0.19,12990,12990,21,28.6/100
5f7a1100-2efe-46f2-aee0-7cd19bb9bf76,v0.1.0,1097827,4391308,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,swi,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.27,0.06,4443,4443,8,42.8/100
5f7a1100-2efe-46f2-aee0-7cd19bb9bf76_finetuned,v0.1.0,1097827,4391308,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,swi,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.27,0.06,4429,4429,7,42.5/100
9a344dcb-78b5-4f56-8f9e-f362c6cd9f54,v0.1.0,2153571,8614284,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,swi,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.54,0.11,8863,8863,12,39.7/100
9a344dcb-78b5-4f56-8f9e-f362c6cd9f54_finetuned,v0.1.0,2153571,8614284,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,swi,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.67,0.11,10964,10964,20,73.2/100
178c7be4-735b-418a-9199-7eda5ed12884,v0.1.0,4265059,17060236,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,swi,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.46,0.31,23795,23795,21,57.0/100
178c7be4-735b-418a-9199-7eda5ed12884_finetuned,v0.1.0,4265059,17060236,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,swi,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.37,0.26,22299,22299,23,40.5/100
80b83f0a-0d37-4278-913b-9ef459f13b75,v0.1.0,438883,1755532,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.21,0.07,4042,4042,11,29.6/100
80b83f0a-0d37-4278-913b-9ef459f13b75_finetuned,v0.1.0,438883,1755532,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.20,0.07,3970,3970,9,42.1/100
81b037b5-7906-46ec-812c-47d7b2ab66e1,v0.1.0,835683,3342732,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.43,0.11,7008,7008,19,25.6/100
81b037b5-7906-46ec-812c-47d7b2ab66e1_finetuned,v0.1.0,835683,3342732,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.41,0.10,6677,6677,11,34.0/100
f1395900-3176-48c1-bb08-f98af975e0a3,v0.1.0,1629283,6517132,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.86,0.21,14071,14071,30,36.3/100
f1395900-3176-48c1-bb08-f98af975e0a3_finetuned,v0.1.0,1629283,6517132,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,3.99,1.00,65435,65435,19,32.5/100
6e5e271d-d732-4c20-8a00-3aca8fc1745c,v0.1.0,4775599,19102396,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,hda,sms,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.87,0.23,14342,14342,20,42.9/100
6e5e271d-d732-4c20-8a00-3aca8fc1745c_finetuned,v0.1.0,4775599,19102396,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,hda,sms,128,128,0.1,128,16,4,1,16,0.001,sophocles,1.30,0.23,21088,21088,20,33.2/100
32bb175a-20b7-4658-9842-41f6a2335ede,v0.1.0,9509115,38036460,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,hda,sms,128,128,0.1,128,16,8,1,16,0.001,sophocles,1.78,0.46,29269,29269,20,31.2/100
32bb175a-20b7-4658-9842-41f6a2335ede_finetuned,v0.1.0,9509115,38036460,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,hda,sms,128,128,0.1,128,16,8,1,16,0.001,sophocles,2.57,0.45,41884,41884,31,82.4/100
9d78f8c8-6656-4c89-b9f4-6d3c5c1dc470,v0.1.0,18976147,75904588,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,hda,sms,128,128,0.1,128,16,16,1,16,0.001,sophocles,9.62,3.61,160602,160602,97,23.6/100
9d78f8c8-6656-4c89-b9f4-6d3c5c1dc470_finetuned,v0.1.0,18976147,75904588,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,hda,sms,128,128,0.1,128,16,16,1,16,0.001,sophocles,15.09,6.65,253681,253681,138,25.3/100
