baby's brain,model_version,model_params,model_size,device_name,library_driver,c_device,c_tokenizer,c_sequence,c_attention,c_network,n_ctx,n_emb,r_dropout,s_head,n_heads,n_layers,n_epochs,s_batch,r_learn,dataset_name,train_batch_time_execution,val_batch_time_execution,epoch_time_execution,total_time_execution,inference_time_execution,inference_quality_execution
76bfa580-c85b-4b55-81d1-ca688b504ba5_finetuned,v0.1.0,340579,1362316,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.19,0.06,3423,3423,14,32.4/100
740f854f-ce55-4239-b20e-dc07e73c3f42,v0.1.0,639075,2556300,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.40,0.11,6582,6582,20,25.8/100
740f854f-ce55-4239-b20e-dc07e73c3f42_finetuned,v0.1.0,639075,2556300,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.40,0.10,6574,6574,13,24.2/100
1f2d132c-f01e-465f-b42c-ce20184c96ac,v0.1.0,1236067,4944268,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.86,0.21,14174,14174,27,37.0/100
1f2d132c-f01e-465f-b42c-ce20184c96ac_finetuned,v0.1.0,1236067,4944268,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.78,0.19,12847,12847,20,27.3/100
c73c6c00-28b5-4387-8458-9ef64fa7f8c1,v0.1.0,241251,965004,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.21,0.06,3429,3429,17,13.5/100
c73c6c00-28b5-4387-8458-9ef64fa7f8c1_finetuned,v0.1.0,241251,965004,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.21,0.06,3405,3405,12,19.3/100
ce188b03-2801-45de-b1eb-f3e6badc9af6,v0.1.0,440419,1761676,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.41,0.11,6815,6815,20,8.0/100
ce188b03-2801-45de-b1eb-f3e6badc9af6_finetuned,v0.1.0,440419,1761676,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.43,0.10,6980,6980,26,24.3/100
783507be-2e71-4470-8c34-30f1598434eb,v0.1.0,838755,3355020,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.87,0.21,14292,14292,63,16.6/100
783507be-2e71-4470-8c34-30f1598434eb_finetuned,v0.1.0,838755,3355020,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gqa,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.85,0.20,13856,13856,39,25.3/100
57dfcb54-8b40-4c15-bd90-fe97ed4f4e68,v0.1.0,1044579,4178316,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,swi,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.33,0.01,5606,5606,6,24.2/100
57dfcb54-8b40-4c15-bd90-fe97ed4f4e68_finetuned,v0.1.0,1044579,4178316,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,swi,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.33,0.02,5563,5563,15,38.6/100
3d0b6f9f-b761-49f4-b402-c1ebf07b23c3,v0.1.0,2047075,8188300,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,swi,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.7,0.04,11646,11646,19,20.0/100
3d0b6f9f-b761-49f4-b402-c1ebf07b23c3_finetuned,v0.1.0,2047075,8188300,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,swi,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.7,0.04,11493,11493,21,40.3/100
5e30c346-28a4-43ce-9fb5-1000207d7078,v0.1.0,4052067,16208268,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,swi,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.78,0.11,29533,29533,22,41.6/100
5e30c346-28a4-43ce-9fb5-1000207d7078_finetuned,v0.1.0,4052067,16208268,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,swi,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.47,0.13,24404,24404,22,60.0/100
f0f37a7a-fcdc-4b87-9583-e0aa311510e2,v0.1.0,780387,3121548,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,mlp,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.23,0.06,4190,4190,10,28.0/100
f0f37a7a-fcdc-4b87-9583-e0aa311510e2_finetuned,v0.1.0,780387,3121548,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,mlp,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.22,0.06,4118,4118,8,27.1/100
c0920210-9a83-4583-9afc-026d8b386b64,v0.1.0,1518691,6074764,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,mlp,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.52,0.11,8494,8494,18,23.4/100
c0920210-9a83-4583-9afc-026d8b386b64_finetuned,v0.1.0,1518691,6074764,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,mlp,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.51,0.11,8294,8294,13,44.3/100
64a31d74-7c68-41a9-b47a-71d26e692078,v0.1.0,2995299,11981196,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,mlp,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.02,0.22,16655,16655,23,42.3/100
64a31d74-7c68-41a9-b47a-71d26e692078_finetuned,v0.1.0,2995299,11981196,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,mlp,128,128,0.1,128,16,16,1,16,0.001,sophocles,3.12,0.60,50842,50842,22,40.4/100
5cdd2c46-cf3c-477c-a811-b07759d8b242,v0.1.0,4470371,26311052,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,moe,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.48,0.08,7867,7867,13,23.0/100
5cdd2c46-cf3c-477c-a811-b07759d8b242_finetuned,v0.1.0,4470371,26311052,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,moe,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.48,0.08,7847,7847,20,19.2/100
e243bc89-225f-4a63-ada3-a42852893ac4,v0.1.0,8898659,52453772,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,moe,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.98,0.15,15914,15914,25,27.8/100
e243bc89-225f-4a63-ada3-a42852893ac4_finetuned,v0.1.0,8898659,52453772,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,moe,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.93,0.14,15176,15176,24,39.9/100
8d4043f6-3dac-445f-bc1a-f35b58692a6f,v0.1.0,17755235,104739212,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,moe,128,128,0.1,128,16,16,1,16,0.001,sophocles,2.99,0.65,51184,51184,31,23.3/100
8d4043f6-3dac-445f-bc1a-f35b58692a6f_finetuned,v0.1.0,17755235,104739212,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,moe,128,128,0.1,128,16,16,1,16,0.001,sophocles,3.04,0.70,49776,49776,70,73.0/100
a3673ff7-330f-43d4-b1f7-b0cb788e0549,v0.1.0,257635,1030540,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,lor,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.16,0.05,3403,3403,7,14.7/100
a3673ff7-330f-43d4-b1f7-b0cb788e0549_finetuned,v0.1.0,257635,1030540,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,lor,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.18,0.09,3954,3954,11,13.5/100
4590811a-2b03-48fc-b37d-edadc74270c3,v0.1.0,473187,1892748,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,lor,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.62,0.12,10151,10151,27,8.8/100
4590811a-2b03-48fc-b37d-edadc74270c3_finetuned,v0.1.0,473187,1892748,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,lor,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.55,0.10,9004,9004,29,19.4/100
96d76ee8-4f93-413e-9b3c-2a8946440a35,v0.1.0,904291,3617164,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,lor,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.91,0.21,14827,14827,57,25.3/100
96d76ee8-4f93-413e-9b3c-2a8946440a35_finetuned,v0.1.0,904291,3617164,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,lor,128,128,0.1,128,16,16,1,16,0.001,sophocles,8.75,1.71,142719,142719,39,35.9/100
4d57d1a0-2316-4ba8-93cf-7397c179d9d7,v0.1.0,385635,1542540,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.18,0.05,3409,3409,7,38.8/100
4d57d1a0-2316-4ba8-93cf-7397c179d9d7_finetuned,v0.1.0,385635,1542540,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.18,0.05,3361,3361,7,26.5/100
e90e511a-5827-434b-8477-e747dac73a23,v0.1.0,729187,2916748,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.43,0.11,7005,7005,16,18.4/100
e90e511a-5827-434b-8477-e747dac73a23_finetuned,v0.1.0,729187,2916748,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.44,0.10,7227,7227,19,33.1/100
ad313e2b-13b7-43ee-a526-6c59aa15f378,v0.1.0,1416291,5665164,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.91,0.21,14899,14899,59,28.8/100
ad313e2b-13b7-43ee-a526-6c59aa15f378_finetuned,v0.1.0,1416291,5665164,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,2.07,0.65,34116,34116,19,43.8/100
cd11c2a6-26da-4377-980f-7bcbfe29d9d8,v0.1.0,286307,1145228,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.21,0.05,3417,3417,12,15.2/100
cd11c2a6-26da-4377-980f-7bcbfe29d9d8_finetuned,v0.1.0,286307,1145228,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.20,0.05,3303,3303,8,23.6/100
87733cf9-e90b-4022-895d-7b0100a07bc2,v0.1.0,530531,2122124,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.44,0.11,7303,7303,29,14.8/100
87733cf9-e90b-4022-895d-7b0100a07bc2_finetuned,v0.1.0,530531,2122124,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.46,0.10,7520,7520,34,19.9/100
de88f359-9cdc-4a62-b25d-1635ac8bfdd0,v0.1.0,1018979,4075916,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.04,0.21,16906,16906,45,13.1/100
de88f359-9cdc-4a62-b25d-1635ac8bfdd0_finetuned,v0.1.0,1018979,4075916,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,swh,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.84,0.20,13775,13775,34,23.1/100
d9e9f071-1354-4402-9e38-c60e94008706,v0.1.0,378979,1515916,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.1,0.01,17784,1742,7,15.2/100
d9e9f071-1354-4402-9e38-c60e94008706_finetuned,v0.1.0,378979,1515916,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,gln,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.1,0.01,18973,18973,6,6.3/100
88673f38-f950-42b2-a2aa-b365e7b53e69,v0.1.0,715875,2863500,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.23,0.03,3672,3672,13,5.0/100
88673f38-f950-42b2-a2aa-b365e7b53e69_finetuned,v0.1.0,715875,2863500,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,gln,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.22,0.03,3515,3515,11,6.2/100
84a9d1c0-ba94-4244-b64e-c7fbaf101671,v0.1.0,1389667,5558668,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.46,0.06,7570,7570,18,5.0/100
84a9d1c0-ba94-4244-b64e-c7fbaf101671_finetuned,v0.1.0,1389667,5558668,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,gln,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.44,0.06,7250,7250,18,5.0/100
6fbe3865-8620-4a89-a4fe-b92e6fb2b2f5,v0.1.0,773731,3094924,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,mlp,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.14,0.03,2254,2254,11,11.4/100
6fbe3865-8620-4a89-a4fe-b92e6fb2b2f5_finetuned,v0.1.0,773731,3094924,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,mlp,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.15,0.03,2454,2454,9,5.0/100
d8ceac7f-6bfd-4391-8618-36e3a7dea868,v0.1.0,1505379,6021516,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,mlp,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.31,0.06,5007,5007,19,8.0/100
d8ceac7f-6bfd-4391-8618-36e3a7dea868_finetuned,v0.1.0,1505379,6021516,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,mlp,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.29,0.05,4757,4757,20,11.1/100
60464a0f-57fe-48a5-8082-a77800b7b322,v0.1.0,2968675,11874700,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,mlp,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.59,0.07,9517,9517,24,12.6/100
60464a0f-57fe-48a5-8082-a77800b7b322_finetuned,v0.1.0,2968675,11874700,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,mlp,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.50,0.06,8073,8073,25,13.9/100
bafa664d-dd89-4525-a7a3-56224376323f,v0.1.0,4463715,26284428,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,moe,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.34,0.04,5483,5483,13,5.0/100
bafa664d-dd89-4525-a7a3-56224376323f_finetuned,v0.1.0,4463715,26284428,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,moe,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.39,0.06,6259,6259,20,7.9/100
3c8b22ab-d524-447e-b330-d98a64df45b0,v0.1.0,8885347,52400524,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,moe,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.81,0.09,13048,13048,30,7.0/100
3c8b22ab-d524-447e-b330-d98a64df45b0_finetuned,v0.1.0,8885347,52400524,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,moe,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.75,0.06,12093,12093,22,6.7/100
fc6ca49c-4206-4b7a-8eaf-a96b83f94a55,v0.1.0,17728611,104632716,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,moe,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.60,0.17,25828,25828,60,7.0/100
fc6ca49c-4206-4b7a-8eaf-a96b83f94a55_finetuned,v0.1.0,17728611,104632716,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,moe,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.41,0.16,22862,22862,51,13.7/100
a493385f-4778-46b7-b294-a84f8c5c209d,v0.1.0,250979,1003916,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,lor,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.10,0.03,1713,1713,5,5.0/100
a493385f-4778-46b7-b294-a84f8c5c209d_finetuned,v0.1.0,250979,1003916,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,lor,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.11,0.02,1742,1742,10,11.8/100
22b1aafb-6dc5-4769-96dc-12a374a663d9,v0.1.0,459875,1839500,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,lor,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.22,0.05,3611,3611,22,6.0/100
22b1aafb-6dc5-4769-96dc-12a374a663d9_finetuned,v0.1.0,459875,1839500,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,lor,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.20,0.03,3279,3279,13,5.0/100
07717420-6c1b-4351-bac0-2b240611314a,v0.1.0,877667,3510668,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,lor,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.27,0.05,4458,4458,20,5.8/100
07717420-6c1b-4351-bac0-2b240611314a_finetuned,v0.1.0,877667,3510668,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,lor,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.27,0.04,4335,4335,18,5.5/100
f4d767e4-4f03-432e-aaf4-dbe6ebecdc90,v0.1.0,1037923,4151692,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,swi,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.14,0.02,2256,2256,6,5.0/100
f4d767e4-4f03-432e-aaf4-dbe6ebecdc90_finetuned,v0.1.0,1037923,4151692,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,swi,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.14,0.02,2285,2285,8,13.4/100
e36d14c8-a07c-4aa8-acfe-700d2ca14161,v0.1.0,2033763,8135052,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,swi,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.28,0.03,4510,4510,12,9.3/100
e36d14c8-a07c-4aa8-acfe-700d2ca14161_finetuned,v0.1.0,2033763,8135052,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,swi,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.27,0.03,4418,4418,11,15.5/100
0e65a436-d500-42ae-9b82-d5e0cb47b43d,v0.1.0,4025443,16101772,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,swi,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.75,0.14,12220,12220,43,16.5/100
0e65a436-d500-42ae-9b82-d5e0cb47b43d_finetuned,v0.1.0,4025443,16101772,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,swi,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.72,0.08,11634,11634,29,7.4/100
af57f542-5a65-4902-95e0-8c19f9b08624,v0.1.0,279651,1118604,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.07,0.02,1212,1212,8,14.3/100
af57f542-5a65-4902-95e0-8c19f9b08624_finetuned,v0.1.0,279651,1118604,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.07,0.02,1194,1194,8,6.0/100
b1c3699c-3327-407e-87e6-fdf5d078e3ed,v0.1.0,517219,2068876,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.29,0.06,4715,4715,27,14.8/100
b1c3699c-3327-407e-87e6-fdf5d078e3ed_finetuned,v0.1.0,517219,2068876,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.30,0.06,4970,4970,19,5.9/100
0a2b05ae-47ed-4ef6-bf60-234a1e8bb400,v0.1.0,992355,3969420,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.61,0.12,9930,9930,49,5.0/100
0a2b05ae-47ed-4ef6-bf60-234a1e8bb400_finetuned,v0.1.0,992355,3969420,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,gla,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,0.54,0.09,8808,8808,36,5.0/100
2ce1c123-0db0-44bc-b17f-d9cf22a05aab,v0.1.0,339555,1358220,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.23,0.03,3948,3948,16,19.1/100
2ce1c123-0db0-44bc-b17f-d9cf22a05aab_finetuned,v0.1.0,339555,1358220,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,ggl,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.26,0.03,5282,5282,7,12.5/100
57d57b9b-ec1c-4f19-acc0-d14d20de8b09,v0.1.0,637027,2548108,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.53,0.03,8814,8814,16,5.0/100
57d57b9b-ec1c-4f19-acc0-d14d20de8b09_finetuned,v0.1.0,637027,2548108,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,ggl,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.45,0.03,7578,7578,20,23.5/100
f67f0ad3-d80a-468a-9fbe-29b9e6f1d50e,v0.1.0,1231971,4927884,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.03,0.84,18944,18944,30,16.4/100
f67f0ad3-d80a-468a-9fbe-29b9e6f1d50e_finetuned,v0.1.0,1231971,4927884,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,ggl,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.47,0.58,25404,25404,62,20.2/100
81812320-2d92-4681-8f28-4013acfd4db3,v0.1.0,833635,3334540,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,mlp,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.21,0.06,4186,4186,12,21.3/100
81812320-2d92-4681-8f28-4013acfd4db3_finetuned,v0.1.0,833635,3334540,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,mlp,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.21,0.06,4827,4827,10,41.2/100
6caf6171-980e-4165-a361-9263a75a8cfd,v0.1.0,1625187,6500748,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,mlp,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.52,0.11,8431,8431,17,40.9/100
6caf6171-980e-4165-a361-9263a75a8cfd_finetuned,v0.1.0,1625187,6500748,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,mlp,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.51,0.11,8310,8310,17,43.6/100
e29335ae-fea9-4d54-b326-c801d6444400,v0.1.0,3208291,12833164,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,mlp,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.89,0.43,30999,30999,20,31.3/100
e29335ae-fea9-4d54-b326-c801d6444400_finetuned,v0.1.0,3208291,12833164,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,mlp,128,128,0.1,128,16,16,1,16,0.001,sophocles,1.11,0.21,18046,18046,34,68.7/100
76114e50-c70a-4139-a4b3-130257a9d610,v0.1.0,4523619,26524044,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,moe,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.48,0.08,7845,7845,20,28.5/100
76114e50-c70a-4139-a4b3-130257a9d610_finetuned,v0.1.0,4523619,26524044,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,moe,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.47,0.08,7665,7665,15,46.0/100
e4ec9e3a-fb58-4914-89b2-96f06b7606b6,v0.1.0,9005155,52879756,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,moe,128,128,0.1,128,16,8,1,16,0.001,sophocles,1.02,0.15,16599,16599,35,77.2/100
e4ec9e3a-fb58-4914-89b2-96f06b7606b6_finetuned,v0.1.0,9005155,52879756,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,moe,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.97,0.14,15721,15721,21,63.5/100
e8797b9a-13b0-4750-a058-11a987a10aa7,v0.1.0,17968227,105591180,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,moe,128,128,0.1,128,16,16,1,16,0.001,sophocles,4.30,0.79,70072,70072,35,45.6/100
e8797b9a-13b0-4750-a058-11a987a10aa7_finetuned,v0.1.0,17968227,105591180,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,moe,128,128,0.1,128,16,16,1,16,0.001,sophocles,3.62,1.03,59640,59640,59,44.2/100
9c8b0d3c-eb61-4125-8bc6-28bb79d89d0f,v0.1.0,310883,1243532,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,lor,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.14,0.05,3299,3299,7,19.7/100
9c8b0d3c-eb61-4125-8bc6-28bb79d89d0f_finetuned,v0.1.0,310883,1243532,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,lor,128,128,0.1,128,16,4,1,16,0.001,sophocles,0.14,0.05,3253,3253,6,17.3/100
bc241e4a-d14c-4684-b11a-677294560641,v0.1.0,579683,2318732,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,lor,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.40,0.10,6553,6553,11,17.3/100
bc241e4a-d14c-4684-b11a-677294560641_finetuned,v0.1.0,579683,2318732,NVIDIA RTX A500 Laptop GPU,12060,gpu,char,pre,rfa,lor,128,128,0.1,128,16,8,1,16,0.001,sophocles,0.40,0.10,6498,6498,11,24.9/100
